
order_Id,pzt_id,status,invalidate,paymentCategory,merchant_id
OD430052773693354300,PZT23122715507LAX901,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355782661864300,PZT2401311731BD9CP02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430355782661864300,PZT2401311731BD9CP01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430303579165635300,PZT2401251631F2GD701,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430303579165635300,PZT2401251631F2GD702,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330258924079672300,PZT2401201228N7S8102,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330258924079672300,PZT2401201228N7S8101,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430052742318054300,PZT2312271545JNPAY02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430052742318054300,PZT2312271545JNPAY01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330329507327316300,PZT24012816326Y4Y501,SUCCESSFUL,False,PREPAID,NA
OD330329507327316300,CR24020114404125805650607,SUCCESSFUL,False,NA,NA
OD330329507327316300,RX303036339557485216,SUCCESSFUL,False,NA,NA
OD330329507327316300,CR24020114404125373086907,SUCCESSFUL,False,NA,NA
OD330329507327316300,RX203036339557486055,SUCCESSFUL,False,NA,NA
OD330329507327316300,PZT24012816326Y4Y502,SUCCESSFUL,False,PREPAID,NA
OD330329367138544300,PZT2401281609MXD9M01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330329367138544300,PZT2401281609MXD9M02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430351561793444300,PZT2401310548Z8MZZ01,FAILED,True,PREPAID,rcbp_flipkart
OD430351561793444300,PZT2401310548Z8MZZ02,FAILED,True,PREPAID,rcbp_flipkart
OD430352450888218300,PZT2401310816AHIN602,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430352450888218300,PZT2401310816AHIN601,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330353037079465300,PZT2401310954E856M02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330353037079465300,PZT2401310954E856M01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430352687940557300,PZT2401310856I1XVQ02,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD430352687940557300,PZT2401310856I1XVQ01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
OD330327546041862300,PZT2401281105Q7J6K01,SUCCESSFUL,False,PREPAID,rcbp_flipkart
